462;Thou Thinkest Lord Of Me;;"Thou thinkest Lord of me
Thou thinkest Lord of me
What need I fear when Thou art near
I'm redeemed and I'll proclaim
I'm not my own I'm not the same
I am forgiven of every sin and 
There's no more stain
And the faith to run this race
I know its by His amazing grace
What a thrill just to know I am 
   redeemed

Before the foundation was ever laid
In His mind I was saved
He predestinated me to be His 
   glorious Bride
Then I heard that great eagle scream
The attribute of God inside of me
Leaped for joy knowing that 
I have been redeemed

Now I stand in Him complete
Waiting for my change for the sweep
Resting in His election, Its all what 
He has done for me
And the grave is not my goal death
Is abolished it has no control
Waiting for this mortal to 
   Put on immortality"
512;Into A Supernatural Atmosphere (W);;"You have seen what I did 
   To the Egyptians
How I have destroyed them
How I bare you on eagle's wings
And brought you to myself
For you are a part of me
My peculiar treasure
Unto you I keep my Holy covenant

CHORUS
Into a supernatural atmosphere
God has raised His Bride
She's now a bright shining star
   A true reflection of Him
We'll manifest the authority of
   His name, fulfil all His Word
That all the world may know
That we are 
Supernatural Beings

Lord you've shown us our position 
The way to come in your presence
You've clothed us in your Word
Now we have access to your throne
Lord we only want your desire
For in you, we've found favour
For whatsoever we ask of you
You will grant it to us

Lord you've shown us Haman's evil schemes
But you've made a way of escape
You've kept Mordecai's words alive to us
Through your faithful servant Hatach
For such a time as this
We came into your kingdom
Now we are the ones through whom
You deliver your people in bondage."
513;Lamb 100 (W);;"Good Shepherd checked the 
   sheep
There were 99 bleats, Lamb 
   100 is missing today
Will you leave 90 and 9, and 
   go out to find
Lamb 100 who may be gone 
   astray

Now these 90 and 9, they're 
   doing just fine
But there's one for whom I 
   must go
Of this fold he's apart, but for the 
   honest in heart
I must go, I must go, and bring 
   him home

Lamb 100, Lamb 100
The good Shepherd, he 
   seeks for you today
Lamb 100, Lamb 100
The Good Shepherd is on 
   his way

Good shepherd he may be lost
Amidst the cliffs and rocks
Lamb 100 could be in harm's 
   way
Will you risk your life then, 
   when there's 90 and 9
Will you suffer Lamb 100 to find

Oh these 90 and 9, they shall 
always be mine 
But for one, one lost sheep I 
must go
I'll climb Calvary's Mount, take 
the nails in my hands
I must go, I must go, and bring 
him home. 

The good shepherd found the 
   sheep, lost in sin so deep
When on the cross He laid 
   hands outstretched
Then He brought him back 
   home, no longer to roam
Lamb 100, well that's you 
   and me

Then the 90 and 9 had a 
   rejoicing time 
For the one that was lost 
   now is fine
And I'll no longer stray, from 
   my Saviour today
I must live, I must live, in 
   His word

Lamb 100. Lamb 100,
Let the angels rejoice today
Lamb 100, Lamb 100,
Forever with my shepherd 
   I'll stay"
514;One Of These Mornings (PBW);G;"One of these mornings
One of these days
It will be over 
And we will go home
In a twinkling of an eye 
Our bodies will be changed

Chorus
And we will take up for a heavenly 
   home eternal
Through the skies on eagles wings
To meet our Father there
And we will sit down at His Glorious 
   table, And talk about His love
It will be worth it all when we go home

We got the faith
We fought the fight
And we have the victory
The battle is won
We have fulfilled God's Word
And we are waiting to go home"
515;Preach The Word (PBW);B;"Paul was weary on His journey
His body frail and weak
The apostle knew the end was near
   as he dipped his pen in ink
He wrote Timothy my son
I have fought the good fight of faith 
Carry on what I've begun
   but most of all I pray

Preach The Word, preach the cross
Preach Redemption to a lost and dying world
Lift your voice unashamed 
   of the Gospel of His Name
Until all have heard, preach the Word

Paul and Timothy are gone
   but the letter still remains
And the mission that was written down
Calls out to us today
Lift the Name of Jesus higher
   until the whole world knows
The story of amazing grace 
   we are messengers of hope

Preach The Word, preach the cross
Preach Redemption to a lost and dying world
Lift your voice unashamed 
   of the Gospel of His Name
Until all have heard (x 2)

Preach The Word (x3)
Preach The Word (x3)
Preach The Word (x3)

Preach The Word, preach the cross
Preach Redemption to a lost and dying world
Lift your voice unashamed 
   of the Gospel of His Name
Until all have heard (x 2)

Preach The Word (x3)
Preach The Word (x3)
Preach The Word."
516;Thank You Lord (W);;"I saw the S-u-n go down yesterday
And in its place, darkness appeared
I saw the grains of wheat 
   awaiting the Sun's return
Without the promise of the Sun light
They know they'll surely die

And after time and time had pass
I saw a little sunlight at last
A little more then a little more
Then a little more sunlight 
   than before

But at the breaking of a 
   brand new dawn
I saw the fullness, the risen sun
I remember what God had 
   done for me 
When He took my sins to Calvary
(Thank you Lord)

Thank you for a faithful resurrection
(Thank you Lord)
Oh what a blessed consolation
(Thank you Lord)
When I found nothing of worth in me
You broke the seals of Calvary
(Thank you Lord)

Amazing grace how sweet the sound
(Thank you Lord)
I was lost but now am found
(Thank you Lord)
An there is nothing going wrong
I'm a witness, to the rising of the Son

I saw the S-o-n go down at Nicea Rome
Before Paul left at Ephesus
He said there'll appear grevious wolves
The serpent found a way to break 
   The Sons influence
He preached his doctrines of lies
So down and down the gospel went
He showed a little light in Smyrna

And many saw Him at Pergamos
But less light in Thyatira age
And Luther saw Him in Sardis Age
It was 1750 a man by the name John Wesly
He saw a little Son light in Philadelphia
And many saw Him in Laodicea

But at the Breaking of a Brand new dawn
The Son came clothed in a Cloud
With one foot on the sea 
   and one foot on the land
The fullness of the Son 
   was in the Son of Man
(Thank you Lord)
Thanks for Revelation 10:7
(Thank you Lord)

That man called William Branham
(Thank you Lord)
He took the mystery of this risen Son
To every kindred and every nation
(Every kindred and every nation,
Thank you Lord)

Amazing grace how sweet the sound
They that were lost then they are found
He gave the blind eyes to see
And they were thankful
for the rising of the Son___

Shalom its now The Bride Age
To His elect, it's the brightest day
We see light in the evening time
Our path to glory, we have found
We know its no longer a one man ministry
The Son has risen in you and me
Revelation 10:8 to 11

Upon us The Son has risen
(Breaking of  a brand new dawn)
But at the breaking of a brand new dawn
We were called out by the risen Son
We have the son in reality
We have our own testimony
(We have our own Testimony)

We slip from time to Eternity
(Thank you Lord)
From this mortal to immortality
(Thank you Lord)
Walk on streets of gold in purest white
(Thank you Lord)
There The Lamb will be the Light
(Thank you Lord)

Amazing grace how sweet the sound
(Thank you Lord)
We that were lost, now we're found
(Thank you Lord)
He broke the bondage upon our lives
(Thank you Lord)
And present us as The Lambs wife
(Thank you Lord)

Amazing grace how sweet the sound
(Thank you Lord)
We were lost but now we are found
(Thank you Lord)
He's given us the eyes to see
(Thank you Lord)
That we are the Son's beneficiary
(Thank you Lord)

Oh we thank you Lord
(Thank you Lord)
Oh when no one else was found worthy
(Thank you Lord)
We thank you
Oh its amazing grace and we love you Lord
(Thank you Lord)

We love you Lord
(Thank you Lord)
We lift our hands and worship you
(Thank you Lord)
Oh thank you Jesus
(Thank you Lord)

Oh we thank you Lord
(Thank you Lord)
We give our lives to you
(Thank you Lord)
We give our lives to you
(Thank you Lord)

We praise your Holy Name
(Thank you Lord)
Thank you x 3
(Thank you Lord)
You're worthy x 3 of our praise
Oh we love you Lord
(Thank you Lord)
 
We thank you Lord, 
   for the rising of the Son"
